order_id,customer_name,email,product,quantity,unit_price,order_date,status,city,country,total_revenue
ORD-00473,Mrs Zoe Bentley,katherine35@example.net,Keyboard,2,212.47,2025-11-27,completed,Lake Dale,UK,424.94
ORD-00474,Mrs Jasmine Murphy,wilsonalexander@example.net,Charger,1,987.11,2026-04-07,completed,New Danieltown,UK,987.11
ORD-00475,Mr Steven Harris,rileymarian@example.org,Keyboard,2,593.61,2025-10-14,pending,Mossland,UK,1187.22
ORD-00476,Angela Hunt,pjackson@example.net,Speaker,3,646.32,2025-06-30,cancelled,New Leighside,UK,1938.96
ORD-00477,Toby Williams,cnelson@example.org,Webcam,5,739.33,2025-09-01,completed,Wendyburgh,UK,3696.65
ORD-00478,Patricia Hartley,hjones@example.com,Phone,3,529.96,2025-09-17,completed,Owenland,UK,1589.88
ORD-00479,Donna Williams,malcolmburrows@example.net,Speaker,1,999.15,2026-03-02,completed,West Dorothyhaven,UK,999.15
ORD-00480,Mrs Melanie Fuller,janicegreen@example.com,Headphones,3,969.71,2025-07-25,completed,Begummouth,UK,2909.13
ORD-00481,Dr Olivia Barrett,patrick52@example.com,Charger,5,344.89,2025-04-26,cancelled,Kerrymouth,UK,1724.4499999999998
ORD-00482,Dr Gerard Chapman,mannkeith@example.com,Tablet,3,765.31,2026-03-12,completed,Kaurton,UK,2295.93
ORD-00483,Charlotte Stevens,khughes@example.net,Tablet,1,108.11,2026-03-02,cancelled,North Clive,UK,108.11
ORD-00484,Beth Bell,taylorcharlotte@example.com,Phone,4,636.55,2026-01-13,completed,West Leanne,UK,2546.2
ORD-00485,Mr Christopher Townsend,mevans@example.org,Laptop,4,637.43,2025-04-25,completed,Janeside,UK,2549.72
ORD-00486,Paige Smith,wayne57@example.org,Headphones,5,234.06,2025-12-23,completed,Lake Benbury,UK,1170.3
ORD-00487,Dr Kim Howard,nthomas@example.com,Headphones,4,834.75,2025-05-18,cancelled,South Dominic,UK,3339.0
ORD-00488,Donald Shah,youngmarilyn@example.net,Charger,3,421.26,2025-06-09,pending,Stewartstad,UK,1263.78
ORD-00489,Callum Day,marilyn68@example.net,Speaker,1,811.87,2025-11-11,completed,South Alan,UK,811.87
ORD-00490,Hayley Smith,hhamilton@example.org,Speaker,4,824.62,2026-03-30,completed,Bishopchester,UK,3298.48
ORD-00491,Gary Griffiths,jay00@example.org,Tablet,3,957.78,2025-11-25,pending,Sharonborough,UK,2873.34
ORD-00492,Mr Denis Davies,burtongerald@example.org,Keyboard,3,683.96,2025-12-13,cancelled,Lake Dawn,UK,2051.88
ORD-00493,Miss Angela Gregory,lhall@example.com,Monitor,3,941.97,2025-10-20,pending,West Paulport,UK,2825.91
ORD-00494,Toby Richardson,martyn57@example.org,Speaker,5,855.62,2025-10-27,completed,Rogerbury,UK,4278.1
ORD-00495,Mr Ronald West,martyn23@example.org,Phone,2,497.38,2025-05-07,completed,Margaretton,UK,994.76
ORD-00496,Brenda Skinner-Bartlett,middletonalbert@example.net,Laptop,2,602.66,2025-06-25,completed,Port Ross,UK,1205.32
ORD-00497,Billy Richardson,irene99@example.org,Webcam,1,330.86,2025-10-30,completed,Joannafurt,UK,330.86
ORD-00498,Stuart Law,nicolawells@example.org,Laptop,2,795.71,2025-06-29,pending,Trevorfort,UK,1591.42
ORD-00499,Katy Bibi,howellgordon@example.net,Mouse,2,140.34,2025-08-06,refunded,South Kayleigh,UK,280.68
ORD-00500,Sarah Bennett,patelphilip@example.net,Speaker,2,38.91,2025-09-24,completed,Port Jeremytown,UK,77.82
ORD-00501,Mandy Thomas,gillianwood@example.org,Tablet,3,989.74,2025-07-16,completed,Carlhaven,UK,2969.2200000000003
ORD-00502,Hugh Parsons-West,ataylor@example.com,Mouse,1,773.01,2025-07-16,completed,Shanestad,UK,773.01
ORD-00503,Ellie Davidson,annthomas@example.net,Tablet,2,373.45,2025-10-24,completed,Port Dalestad,UK,746.9
ORD-00504,Fiona Hall-Knight,connorgibson@example.org,Webcam,5,657.86,2026-01-30,cancelled,Lake Scottbury,UK,3289.3
ORD-00505,Frances Hilton,ahudson@example.com,Keyboard,3,335.9,2025-10-26,pending,East Emmaborough,UK,1007.6999999999999
ORD-00506,Hollie Walsh,williamsstephanie@example.com,Headphones,4,395.01,2025-05-24,cancelled,Brendashire,UK,1580.04
ORD-00507,Jemma Douglas,freynolds@example.com,Monitor,3,176.66,2025-12-16,completed,North Abbie,UK,529.98
ORD-00508,Deborah Hardy,heathercox@example.com,Charger,5,429.11,2026-02-03,completed,Elliottburgh,UK,2145.55
ORD-00509,Holly Cooke,rogerwalker@example.org,Speaker,5,154.83,2026-01-18,completed,Helenshire,UK,774.1500000000001
ORD-00510,Miss Patricia Fleming,sallystewart@example.net,Laptop,3,114.22,2025-06-05,cancelled,New Craigburgh,UK,342.65999999999997
ORD-00511,Paige Smith,stanley33@example.org,Phone,4,237.35,2025-05-23,completed,Valerieville,UK,949.4
ORD-00512,Dr Iain Walsh,denise60@example.com,Keyboard,4,776.29,2025-09-29,completed,Lorraineshire,UK,3105.16
ORD-00513,Ms Kathryn Barrett,oconnorcarole@example.com,Webcam,5,520.15,2025-07-28,completed,New Donaldshire,UK,2600.75
ORD-00514,Bruce Price,allenrobert@example.net,Keyboard,1,460.79,2025-04-20,pending,Wayneborough,UK,460.79
ORD-00515,Dr Georgina Walters,denis18@example.net,Speaker,1,422.66,2025-11-27,completed,New Dominicburgh,UK,422.66
ORD-00516,Donald Ross,parkerjohn@example.net,Speaker,3,974.73,2025-11-29,completed,Dianaton,UK,2924.19
ORD-00517,Malcolm Rahman,warrenmaurice@example.com,Mouse,4,776.18,2025-08-24,completed,Paulport,UK,3104.72
ORD-00518,Miss Michelle Lewis,grahambeverley@example.net,Monitor,2,918.4,2025-12-17,completed,Dylanstad,UK,1836.8
ORD-00519,Mr Matthew Foster,watsonsara@example.com,Phone,1,955.81,2025-06-05,completed,Laneville,UK,955.81
ORD-00520,Anne Watkins-O'Brien,annette54@example.org,Webcam,4,945.51,2026-02-01,pending,Millsville,UK,3782.04
ORD-00521,Dr Beverley Miles,daniel92@example.org,Headphones,5,376.44,2026-03-21,completed,Pughborough,UK,1882.2
ORD-00522,Stanley Thomas-Smith,ppratt@example.com,Speaker,1,485.49,2026-01-03,refunded,Stevensonborough,UK,485.49
ORD-00523,Guy King,martinbrenda@example.org,Phone,1,565.73,2025-09-28,cancelled,New Geoffrey,UK,565.73
ORD-00524,Fiona Roberts-Patel,lgarner@example.net,Tablet,1,762.19,2026-03-22,completed,Paigeland,UK,762.19
ORD-00525,Brian Dean,irene48@example.net,Webcam,5,922.75,2026-04-08,refunded,Clarkehaven,UK,4613.75
ORD-00526,Dr Francesca Cole,mary93@example.net,Keyboard,1,978.5,2025-11-07,completed,New Chloe,UK,978.5
ORD-00527,Mr Ben Williams,eleanormatthews@example.org,Headphones,5,71.77,2025-12-13,completed,Port Gerardbury,UK,358.84999999999997
ORD-00528,Dr Abigail Kemp,rachel63@example.com,Headphones,4,644.79,2025-07-11,pending,West Joannastad,UK,2579.16
ORD-00529,Dr Christopher Gill,cwood@example.net,Laptop,5,929.53,2025-11-30,pending,Natashaton,UK,4647.65
ORD-00530,Ashley Iqbal,hazel98@example.org,Charger,5,64.84,2025-05-12,completed,Conorburgh,UK,324.20000000000005
ORD-00531,Mr Terence Marshall,sphillips@example.org,Monitor,2,74.99,2025-11-20,completed,Dennischester,UK,149.98
ORD-00532,Rebecca Harris,gary41@example.com,Webcam,3,842.77,2025-05-20,completed,South Gavinside,UK,2528.31
ORD-00533,Jay Griffiths,fsmith@example.net,Monitor,2,699.03,2025-10-03,pending,Smithland,UK,1398.06
ORD-00534,Ms Megan Khan,harriet22@example.org,Headphones,1,551.06,2025-12-15,completed,Lake Christianborough,UK,551.06
ORD-00535,Lisa Sharp,adobson@example.org,Charger,5,274.42,2025-07-15,cancelled,South Kieran,UK,1372.1000000000001
ORD-00536,Dr Thomas Jones,yatesalan@example.com,Laptop,2,401.06,2025-05-15,completed,East Francis,UK,802.12
ORD-00537,Mr Trevor Harper,mitchellwalker@example.com,Keyboard,4,344.57,2025-05-09,cancelled,Wilsonland,UK,1378.28
ORD-00538,Dr Vincent Glover,mooremaurice@example.net,Monitor,3,474.16,2025-07-21,pending,Lake Angela,UK,1422.48
ORD-00539,Dr Amelia Patel,xmurphy@example.com,Monitor,4,296.97,2025-11-12,completed,North Ricky,UK,1187.88
ORD-00540,Graham Thomas,kimberley63@example.org,Keyboard,5,605.3,2026-03-29,completed,West Jamie,UK,3026.5
ORD-00541,Scott Anderson,victor78@example.com,Webcam,1,876.11,2025-12-29,completed,West Stacey,UK,876.11
ORD-00542,Andrea Webster,paulapayne@example.com,Keyboard,2,928.68,2025-04-21,completed,Abbottmouth,UK,1857.36
ORD-00543,Geraldine Macdonald,glenshaw@example.com,Keyboard,1,540.14,2025-04-14,cancelled,West Abigail,UK,540.14
ORD-00544,Oliver Morgan-Morris,marshallgerard@example.org,Speaker,2,896.86,2025-07-12,completed,Jennamouth,UK,1793.72
ORD-00545,Amelia Lyons,nnewton@example.net,Charger,4,889.17,2025-07-25,completed,Lake Abdul,UK,3556.68
ORD-00546,Lee Rogers,danielle43@example.org,Headphones,2,195.84,2025-11-18,completed,Pollardchester,UK,391.68
ORD-00547,Dr Edward Smith,julian48@example.org,Headphones,4,660.9,2026-02-20,completed,Stanleyport,UK,2643.6
ORD-00548,Sandra Stokes,jonesjenna@example.com,Laptop,1,473.78,2025-08-30,cancelled,New Thomas,UK,473.78
ORD-00549,Paige Greenwood,tomlinsonjoshua@example.com,Mouse,5,560.46,2026-03-09,completed,Port Kimberleyville,UK,2802.3
ORD-00550,Ms Maureen James,mmoore@example.com,Mouse,4,666.94,2025-08-20,completed,Clareshire,UK,2667.76
ORD-00551,Mr Abdul Bibi,wparry@example.com,Phone,2,942.92,2026-02-10,completed,Bethanshire,UK,1885.84
ORD-00552,Victor Goodwin,joanna67@example.net,Webcam,2,506.61,2025-11-06,cancelled,Russellfort,UK,1013.22
ORD-00553,Mrs Beverley Howarth,wilsonbernard@example.org,Speaker,5,575.81,2025-08-01,completed,East Shirleychester,UK,2879.0499999999997
ORD-00554,Mrs Jill Farmer,hayleystephens@example.net,Headphones,3,14.29,2025-05-28,completed,Jamieview,UK,42.87
ORD-00555,Duncan Richardson,margaret05@example.org,Keyboard,2,65.72,2025-05-08,pending,Port Jennaland,UK,131.44
ORD-00556,Mr Robert Allen,colemanrobert@example.com,Tablet,4,508.14,2025-11-23,completed,North Christopherchester,UK,2032.56
ORD-00557,Mrs Marian Taylor,boothmarilyn@example.org,Mouse,3,720.1,2025-10-04,pending,Lake Shirleyland,UK,2160.3
ORD-00558,Phillip Rahman-Atkinson,trevor86@example.org,Tablet,4,560.15,2025-10-11,pending,Marctown,UK,2240.6
ORD-00559,Lorraine Evans,nicolawhitehead@example.net,Mouse,5,52.48,2026-03-24,pending,Kirstyton,UK,262.4
ORD-00560,Martyn Storey-Murphy,njones@example.net,Charger,5,185.35,2025-10-01,cancelled,Reidville,UK,926.75
ORD-00561,Amelia Miah,khoward@example.net,Speaker,2,983.77,2025-08-22,pending,South Katherineburgh,UK,1967.54
ORD-00562,Dr Christine Green,george79@example.com,Tablet,2,609.02,2025-07-23,completed,South Tracey,UK,1218.04
ORD-00563,Samuel Cook,noblejulie@example.com,Charger,2,402.56,2025-10-26,pending,South Eileen,UK,805.12
ORD-00564,Mohammad Richards,watkinsgraeme@example.org,Phone,1,360.32,2025-05-06,completed,South Jemma,UK,360.32
ORD-00565,Carl Harrison,clarkeleonard@example.com,Headphones,2,244.04,2026-01-14,pending,Elainestad,UK,488.08
ORD-00566,Mr Keith Hughes,russellhorton@example.com,Mouse,4,832.76,2025-09-18,completed,Loweside,UK,3331.04
ORD-00567,Paul Banks,katy67@example.org,Monitor,2,323.95,2026-04-05,pending,Lake Jamie,UK,647.9
ORD-00568,Mrs Naomi Harris,jonathan63@example.org,Charger,3,507.82,2026-03-07,pending,North Graemestad,UK,1523.46
ORD-00569,Gail Macdonald,dennisjohnson@example.com,Tablet,1,687.0,2025-04-30,completed,East Barbara,UK,687.0
ORD-00570,Elliot Miah-Thompson,adambrooks@example.com,Keyboard,5,85.65,2026-03-23,cancelled,Port Francischester,UK,428.25
ORD-00571,Kerry Morrison,jonessamantha@example.org,Keyboard,4,884.01,2025-04-12,completed,East Peter,UK,3536.04
ORD-00572,Alison Price,morgantracy@example.org,Charger,2,229.27,2025-07-02,cancelled,Martinside,UK,458.54
ORD-00573,Mr Adrian Jones,mbell@example.com,Keyboard,5,322.4,2025-10-16,completed,North Lesley,UK,1612.0
ORD-00574,Jenna Edwards-Thompson,gillianglover@example.com,Headphones,1,748.26,2026-03-15,completed,Port Mohamedshire,UK,748.26
ORD-00575,Stephanie Mason-Smith,hwalsh@example.com,Mouse,4,859.99,2025-12-19,completed,Robertsberg,UK,3439.96
ORD-00576,Lynda Williams,pricedylan@example.com,Headphones,1,482.72,2025-12-11,completed,Davieschester,UK,482.72
ORD-00577,Ian Lawrence,allan32@example.com,Webcam,1,543.22,2025-10-23,completed,North Gavinborough,UK,543.22
ORD-00578,Mandy Young,mollynelson@example.org,Tablet,3,637.35,2025-06-20,completed,Caroleside,UK,1912.0500000000002
ORD-00579,Mr Gordon Wilkinson,karlarnold@example.org,Mouse,1,824.95,2026-01-26,completed,North Lesleymouth,UK,824.95
ORD-00580,Lisa Price,fclarke@example.org,Keyboard,1,377.71,2026-02-11,completed,Lake Laurenshire,UK,377.71
ORD-00581,Barry Thomson,wrightdean@example.org,Monitor,3,866.83,2025-05-16,cancelled,Port Bryan,UK,2600.4900000000002
ORD-00582,Cameron Thomas-Conway,wayne21@example.net,Phone,5,411.13,2026-03-31,completed,Port Jacqueline,UK,2055.65
ORD-00583,Jodie Coles,pricechelsea@example.net,Laptop,5,354.78,2026-01-31,completed,Lake Claire,UK,1773.8999999999999
ORD-00584,Lindsey Williams,abigail97@example.org,Speaker,3,276.44,2025-12-22,cancelled,Farrellberg,UK,829.3199999999999
ORD-00585,Cheryl Miller,gdavies@example.com,Tablet,4,504.14,2025-12-23,completed,Judithmouth,UK,2016.56
ORD-00586,Henry Wong,joneshelen@example.net,Webcam,4,82.6,2025-07-24,pending,Thompsonside,UK,330.4
ORD-00587,Ashley Douglas,uryan@example.net,Speaker,3,101.12,2025-08-13,completed,Samberg,UK,303.36
ORD-00588,Mr Connor Ashton,nicholas10@example.org,Laptop,4,998.8,2025-06-16,pending,Guychester,UK,3995.2
ORD-00589,Ross Godfrey,hspencer@example.org,Webcam,1,443.34,2026-01-05,refunded,Tobyport,UK,443.34
ORD-00590,Emily Kaur,staceybishop@example.com,Laptop,1,62.95,2025-10-31,completed,Francisville,UK,62.95
ORD-00591,Dr Alexander White,xwells@example.net,Webcam,1,378.09,2026-01-03,completed,Ritahaven,UK,378.09
ORD-00592,Suzanne Watts-Edwards,ucooper@example.org,Webcam,3,916.64,2025-11-03,completed,Port Garethtown,UK,2749.92
ORD-00593,Luke Saunders,nmurphy@example.net,Mouse,2,773.23,2026-02-23,cancelled,Leemouth,UK,1546.46
ORD-00594,Phillip Lees,hargreaveskevin@example.com,Tablet,1,797.66,2025-06-28,completed,West Paul,UK,797.66
ORD-00595,Dr Barbara Wilson,chanfrancis@example.com,Charger,1,546.31,2025-06-17,completed,Port Oliviaville,UK,546.31
ORD-00596,Kelly Singh,doyleshaun@example.com,Monitor,1,845.35,2025-05-30,completed,South Robinville,UK,845.35
ORD-00597,Marcus Clark-Hussain,cartertrevor@example.com,Webcam,2,183.63,2025-07-09,pending,New Philip,UK,367.26
ORD-00598,Jay Gough,bethany09@example.net,Keyboard,5,48.0,2025-10-30,pending,Kimberleyside,UK,240.0
ORD-00599,Mr John Warren,millsshaun@example.org,Charger,1,46.85,2025-04-17,completed,West Heatherberg,UK,46.85
ORD-00600,Abigail Rogers,geraldinejones@example.com,Mouse,5,672.04,2025-04-22,completed,North Fionatown,UK,3360.2
ORD-00601,Benjamin Sullivan,raymond71@example.com,Mouse,3,675.33,2025-04-28,completed,South Georgiamouth,UK,2025.9900000000002
ORD-00602,Adrian Scott,julia63@example.net,Webcam,4,439.16,2026-04-01,completed,South Ashley,UK,1756.64
ORD-00603,Dr Rosemary Coles,gillian88@example.org,Webcam,5,186.43,2025-07-15,completed,West Steventown,UK,932.1500000000001
ORD-00604,Joan Allen,hendersonmarie@example.com,Mouse,5,543.34,2026-01-23,completed,East Josephine,UK,2716.7000000000003
ORD-00605,Bethany Tomlinson,flemingstuart@example.com,Laptop,5,473.21,2025-05-06,pending,North Clare,UK,2366.0499999999997
ORD-00606,Mr Nigel Clarke,gedwards@example.com,Monitor,1,318.0,2025-09-04,completed,Lake Gregoryfort,UK,318.0
ORD-00607,Ms Amber Storey,norman79@example.com,Headphones,2,288.16,2026-04-02,completed,New Alex,UK,576.32
ORD-00608,Sandra Davison,leonard22@example.com,Webcam,1,189.56,2025-09-09,completed,Port Ruth,UK,189.56
ORD-00609,Luke Hobbs-Payne,keithscott@example.org,Webcam,4,993.45,2025-11-27,refunded,Jonesland,UK,3973.8
ORD-00610,Ms Helen Thomas,kerry98@example.net,Webcam,2,540.03,2026-03-08,pending,Abdulland,UK,1080.06
ORD-00611,Beth Edwards,gailroberts@example.com,Headphones,5,767.71,2025-09-03,completed,Stanleyshire,UK,3838.55
ORD-00612,Ben Smith,josh60@example.org,Monitor,3,198.56,2025-11-09,completed,New Cherylmouth,UK,595.6800000000001
ORD-00613,Alexander Hart,iwilkinson@example.net,Speaker,5,187.9,2025-09-08,cancelled,New Nigelshire,UK,939.5
ORD-00614,Francesca Price-Rhodes,milesmelanie@example.org,Mouse,4,560.75,2026-03-20,pending,Masonville,UK,2243.0
ORD-00615,Frank Collins,amandachambers@example.net,Mouse,4,355.46,2026-02-19,completed,Lake Iainhaven,UK,1421.84
ORD-00616,Miss Bethany Harrison,kimberley89@example.com,Mouse,5,374.31,2026-01-27,pending,South Jasmineburgh,UK,1871.55
ORD-00617,Lucy Smith,marianday@example.com,Webcam,4,399.62,2025-06-23,completed,Lake Samanthachester,UK,1598.48
ORD-00618,Ms Melanie Ahmed,rossdawson@example.org,Keyboard,4,592.62,2025-07-03,completed,South Annfurt,UK,2370.48
ORD-00619,Marilyn Collins,joel25@example.com,Charger,3,822.5,2026-03-05,completed,West Vincentburgh,UK,2467.5
ORD-00620,Hazel Cook,dennisbaker@example.net,Webcam,4,530.98,2025-12-17,completed,Benjaminhaven,UK,2123.92
ORD-00621,Marilyn Begum,yfoster@example.net,Headphones,5,600.81,2025-10-25,cancelled,Smithmouth,UK,3004.0499999999997
ORD-00622,Dr Charlene White,xcooper@example.com,Charger,2,839.2,2026-02-09,completed,Jacobton,UK,1678.4
ORD-00623,Kerry Willis,bethany25@example.com,Headphones,5,25.42,2025-12-02,completed,South Lewischester,UK,127.10000000000001
ORD-00624,Rosie Lewis-Storey,derekdavis@example.com,Monitor,2,185.44,2025-09-11,completed,Jenniferton,UK,370.88
ORD-00625,Frederick Wood-Cole,sianbanks@example.net,Mouse,5,809.57,2025-06-03,cancelled,Westburgh,UK,4047.8500000000004
ORD-00626,Christopher Jackson,nicolamurray@example.net,Laptop,5,207.82,2025-12-10,completed,Gordonport,UK,1039.1
ORD-00627,Dorothy White,mohammed88@example.net,Headphones,4,540.91,2026-02-03,refunded,East Ronald,UK,2163.64
ORD-00628,Mrs Melanie Wheeler,teresa08@example.com,Headphones,3,51.33,2025-12-12,completed,West Jayshire,UK,153.99
ORD-00629,Judith Burton,stokesjasmine@example.com,Tablet,3,328.6,2025-05-25,completed,Vincentshire,UK,985.8000000000001
ORD-00630,Dr Abbie Lee,ahmedcatherine@example.com,Webcam,2,888.23,2026-03-23,completed,Port Glenchester,UK,1776.46
ORD-00631,Catherine Watts,hobbsdamien@example.net,Webcam,1,806.08,2025-11-06,completed,Woodside,UK,806.08
ORD-00632,Michael Todd,alex98@example.net,Laptop,5,816.49,2026-01-31,refunded,Robertfurt,UK,4082.45
ORD-00633,Bethan Townsend,abbottlouis@example.org,Headphones,5,83.04,2026-02-18,completed,North Adrian,UK,415.20000000000005
ORD-00634,Dr Billy Matthews,tomfraser@example.com,Laptop,4,582.02,2026-02-24,completed,Evansland,UK,2328.08
ORD-00635,Dr Mohamed Wheeler,coleross@example.net,Tablet,3,192.89,2026-01-16,refunded,Wardton,UK,578.67
ORD-00636,Jacob Johnson-Allen,clivelee@example.org,Headphones,4,258.31,2025-06-01,completed,East Joel,UK,1033.24
ORD-00637,Clive Blackburn,austinkyle@example.com,Laptop,4,560.2,2026-04-03,completed,North Amyberg,UK,2240.8
ORD-00638,Bethan Russell-Green,hilarywright@example.org,Laptop,4,147.62,2026-02-18,completed,Allenfort,UK,590.48
ORD-00639,Charlotte Jones,uhayward@example.org,Phone,3,352.66,2025-09-24,completed,West Garry,UK,1057.98
ORD-00640,Dr Liam Gray,xjones@example.com,Mouse,4,204.35,2025-11-25,pending,East Andrew,UK,817.4
ORD-00641,Dr Carol Smith,rosie77@example.org,Mouse,5,97.59,2025-11-19,completed,New Gregory,UK,487.95000000000005
ORD-00642,Mr Ross Hughes,tracyward@example.org,Phone,2,651.18,2025-12-02,completed,West Julieborough,UK,1302.36
ORD-00643,Grace Evans,lawrencesheila@example.org,Laptop,2,48.01,2025-10-07,completed,North Rhysland,UK,96.02
ORD-00644,Miss Heather Jones,lbailey@example.com,Laptop,3,365.7,2025-07-18,completed,Crawfordton,UK,1097.1
ORD-00645,Dr Charlie Roberts,pwatts@example.com,Phone,3,607.67,2025-11-15,pending,Murrayton,UK,1823.0099999999998
ORD-00646,Jayne Edwards,marionwhite@example.org,Charger,1,702.62,2025-09-25,completed,South Kenneth,UK,702.62
ORD-00647,Mr Ryan Robinson,jasmine79@example.org,Monitor,4,769.92,2025-09-03,completed,West Amanda,UK,3079.68
ORD-00648,Julian O'Neill,ellie48@example.org,Monitor,1,907.63,2025-10-19,pending,Thomasport,UK,907.63
ORD-00649,Mrs June Warner,gaustin@example.net,Laptop,3,697.0,2025-09-17,completed,Geraldberg,UK,2091.0
ORD-00650,Dr Marilyn Bishop,trevordawson@example.org,Laptop,1,871.42,2025-09-20,completed,West Terry,UK,871.42
ORD-00651,Kelly Green,boothtom@example.com,Charger,3,665.36,2025-05-15,completed,North Kathryn,UK,1996.08
ORD-00652,Ms Bethan Hartley,watkinsmaureen@example.org,Laptop,3,183.08,2025-08-11,refunded,South Kateburgh,UK,549.24
ORD-00653,Claire Nash,davismartin@example.net,Tablet,2,734.6,2025-07-21,completed,West Hannah,UK,1469.2
ORD-00654,Charles Owen,elliott02@example.com,Mouse,2,90.16,2026-01-27,pending,East Hilary,UK,180.32
ORD-00655,Jemma Henderson,rogersoliver@example.org,Phone,2,478.17,2026-01-13,cancelled,Evansville,UK,956.34
ORD-00656,Mr Malcolm Black,qperry@example.net,Monitor,5,505.89,2025-11-30,completed,Rossshire,UK,2529.45
ORD-00657,Graham Morris-Thompson,marc95@example.com,Headphones,5,846.83,2025-04-10,completed,Lake Dylanfort,UK,4234.150000000001
ORD-00658,Mandy Ford-Waters,daviesjemma@example.com,Headphones,1,573.78,2025-06-02,completed,West Kimton,UK,573.78
ORD-00659,Beverley Vaughan,pearsongareth@example.net,Monitor,1,719.83,2026-02-02,pending,Samanthaburgh,UK,719.83
ORD-00660,Ms Stephanie Chapman,charles63@example.com,Headphones,3,365.01,2025-12-29,completed,Wardfurt,UK,1095.03
ORD-00661,Dorothy Jackson,richardobrien@example.com,Charger,3,715.55,2025-08-03,completed,Smithfurt,UK,2146.6499999999996
ORD-00662,Miss Zoe Brown,bedwards@example.org,Phone,2,775.96,2026-01-23,completed,Lake Ianborough,UK,1551.92
ORD-00663,Ms Abbie Saunders,parryjane@example.com,Phone,2,594.45,2025-11-03,pending,Lake Vanessaside,UK,1188.9
ORD-00664,Valerie Allen,norman33@example.org,Tablet,5,571.67,2025-09-03,pending,O'Connorstad,UK,2858.35
ORD-00665,Danny Hughes,wyatthayley@example.com,Webcam,4,792.46,2025-04-24,completed,East Billyfort,UK,3169.84
ORD-00666,Bernard Adams-Norris,lydiaahmed@example.com,Phone,2,627.4,2026-01-14,completed,North Amybury,UK,1254.8
ORD-00667,Bryan Bailey,victor54@example.com,Tablet,3,925.55,2025-12-19,refunded,Clairebury,UK,2776.6499999999996
ORD-00668,Mandy Green,lbryan@example.net,Phone,5,803.98,2025-08-07,completed,Chambersberg,UK,4019.9
ORD-00669,Ms Joanna Bennett,angela86@example.com,Speaker,3,679.64,2025-12-11,completed,East Jake,UK,2038.92
ORD-00670,Dr Caroline Shah,malcolmsmith@example.net,Tablet,3,108.44,2025-12-09,completed,Robinsonland,UK,325.32
ORD-00671,Mr Joshua Goddard,tdale@example.org,Monitor,5,495.4,2025-09-11,cancelled,Barkerfort,UK,2477.0
ORD-00672,Justin Barton-Johnson,hillalison@example.com,Phone,4,419.8,2025-04-30,completed,Evansview,UK,1679.2
ORD-00673,Maurice Smith-Shaw,obennett@example.net,Mouse,2,203.88,2025-06-29,pending,Ronaldfort,UK,407.76
ORD-00674,Dr Tina Newton,susan95@example.net,Keyboard,1,865.27,2025-09-10,pending,Katherineside,UK,865.27
ORD-00675,Mrs Jodie Rogers,stephenslawrence@example.net,Keyboard,2,252.67,2025-10-05,completed,East Naomi,UK,505.34
ORD-00676,Abbie Miller-Davies,bakernicholas@example.org,Webcam,5,693.67,2025-12-23,completed,Gallagherchester,UK,3468.35
ORD-00677,Mr Marc Boyle,spencerglenn@example.net,Headphones,3,258.51,2025-06-10,completed,Jamieshire,UK,775.53
ORD-00678,Sophie Thomas,bondcaroline@example.org,Laptop,1,856.84,2025-08-02,completed,Hunterside,UK,856.84
ORD-00679,Colin Bennett,donaldhunt@example.org,Speaker,4,924.25,2026-03-17,pending,New Adriantown,UK,3697.0
ORD-00680,Rosie Chapman-Dickinson,lloydjay@example.net,Webcam,4,936.49,2026-03-28,completed,South Lisamouth,UK,3745.96
ORD-00681,Margaret Robson-Brooks,umorrison@example.net,Headphones,2,274.75,2025-11-14,completed,Lucashaven,UK,549.5
ORD-00682,Dr Duncan Cole,abailey@example.com,Speaker,4,436.31,2025-08-08,completed,Heathermouth,UK,1745.24
ORD-00683,Alexander Clarke,nharvey@example.com,Charger,2,635.97,2025-04-18,completed,East Carolyn,UK,1271.94
ORD-00684,Dr Valerie Roberts,dennisgibbs@example.org,Laptop,1,633.97,2026-02-11,completed,Daleberg,UK,633.97
ORD-00685,Mr Glenn Cross,vincent13@example.com,Laptop,3,568.49,2025-12-03,completed,Darrenfurt,UK,1705.47
ORD-00686,Mr Jacob Chapman,cday@example.net,Charger,4,837.24,2026-03-28,completed,Blackchester,UK,3348.96
ORD-00687,Sandra Roberts,vincent93@example.com,Tablet,3,132.18,2025-12-09,completed,North Samuelland,UK,396.54
ORD-00688,Dr Lewis Wilson,claytonkarl@example.net,Keyboard,5,25.45,2025-04-19,completed,Duncanmouth,UK,127.25
ORD-00689,Diana Francis,clivebell@example.com,Laptop,5,455.01,2025-07-25,refunded,Hardychester,UK,2275.05
ORD-00690,Joshua Edwards,csmith@example.com,Speaker,5,771.76,2025-09-24,refunded,Rosshaven,UK,3858.8
ORD-00691,Kathleen Reynolds-Warren,joannemason@example.net,Charger,4,386.99,2025-06-27,cancelled,Garymouth,UK,1547.96
ORD-00692,Albert Cooke,gregory67@example.com,Tablet,3,733.37,2026-03-12,pending,Webstershire,UK,2200.11
ORD-00693,Ms Marian Morton,wendy84@example.org,Keyboard,3,137.85,2026-01-21,cancelled,West Aimee,UK,413.54999999999995
ORD-00694,Beth Matthews,michelleburgess@example.org,Charger,4,549.46,2026-04-02,refunded,Fosterland,UK,2197.84
